23500,-6.18E-04,0.40325
24000,0.00136,0.46512
24500,0.0116,0.45408
25000,0.01007,0.41957
26000,0.00216,0.42203
27000,0.00985,0.42583
28000,0.00999,0.46316
28800,0.00646,0.43627
29999.98,0.01106,0.47078
29999.99,0.00755,0.44937
29999.995,0.01535,0.44883
29999.999,0.00386,0.42902
31250,0.00992,0.45447
31500,0.006,0.45071
31750,0.00514,0.45854
32000,0.00961,0.43421
32500,0.01653,0.44193
33000,6.77E-04,0.43716
33500,-0.00492,0.48768
34000,0.00648,0.46927
34500,0.0039,0.47139
35000,0.01096,0.43604
36000,0.00892,0.43236
37000,0.01193,0.46386
38000,0.00251,0.50678
38800,0.00116,0.43647
39999.98,0.01041,0.52221
39999.99,-0.00327,0.4694
39999.995,0.00776,0.48773
39999.999,9.91E-04,0.43278
41250,0.00428,0.47629
41500,0.00183,0.45284
41750,-0.00566,0.5027
42000,0.00336,0.43963
42500,0.00765,0.49891
43000,-0.00396,0.45079
43500,-0.01071,0.47882
44000,-0.00561,0.50324
44500,0.0079,0.48541
45000,0.00537,0.44454
46000,0.00212,0.46681
47000,1.67E-04,0.44262
48000,0.0037,0.5156
48800,2.12E-05,0.44204
49999.98,0.00815,0.49884
49999.99,-0.00148,0.5197
49999.995,0.00625,0.47561
49999.999,-0.00453,0.46116
51250,3.03E-04,0.49137
51500,-0.00222,0.45464
51750,-5.97E-04,0.50806
52000,0.00145,0.47873
52500,0.00852,0.50298
53000,-0.00746,0.4807
53500,-0.01065,0.47202
54000,-0.00532,0.52194
54500,-9.35E-04,0.51816
55000,0.00737,0.47401
56000,0.00582,0.49906
57000,0.00553,0.47229
58000,0.00217,0.51189
58800,-0.00503,0.48056
59999.98,0.00215,0.53191
59999.99,-0.00896,0.49507
59999.995,0.00178,0.50987
59999.999,-0.00921,0.50391
61250,-0.00591,0.50461
61500,0.00138,0.49683
61750,-0.00481,0.50429
62000,-0.00345,0.4992
62500,0.00839,0.52008
63000,-0.01149,0.48208
63500,-0.01689,0.53739
64000,-0.01108,0.51787
64500,-0.00215,0.51676
65000,-0.0046,0.49435
66000,8.42E-04,0.47901
67000,-0.00109,0.50817
68000,-0.004,0.5363
68800,-0.01155,0.45284
69999.98,0.01007,0.52898
69999.99,-0.01283,0.49648
69999.995,-0.00246,0.47122
69999.999,-0.00714,0.43884
71250,-0.00273,0.47056
71500,0.0011,0.47126
71750,-0.00792,0.51387
72000,0.00366,0.44269
72500,0.00583,0.50516
73000,-0.00202,0.4581
73500,-0.01274,0.52177
74000,-0.01276,0.50012
74500,9.57E-04,0.51471
75000,0.00263,0.46509
76000,-0.00421,0.49835
77000,0.00241,0.46375
78000,0.00247,0.50982
78800,-0.00314,0.43518
79999.98,0.01225,0.51703
79999.99,-0.00901,0.49522
79999.995,-2.77E-04,0.47569
79999.999,0.00394,0.44089
81250,0.00155,0.47439
81500,-2.54E-04,0.42955
81750,0.0021,0.49028
82000,0.00455,0.45607
82500,0.00794,0.49856
83000,-0.00284,0.45351
83500,-3.64E-04,0.49613
84000,1.22E-04,0.50396
84500,-0.00155,0.49572
85000,0.00369,0.45872
86000,0.00244,0.45675
87000,0.00355,0.44395
88000,2.41E-04,0.50443
88800,-0.00282,0.46043
89999.98,0.00537,0.51282
89999.99,-0.00781,0.50599
89999.995,3.29E-04,0.49399
89999.999,-0.00133,0.48188
91250,-0.00408,0.47607
91500,2.42E-05,0.49462
91750,-0.00213,0.50187
92000,0.00597,0.47171
92500,0.00856,0.50445
93000,-0.00727,0.44284
93500,-0.01217,0.50384
94000,-0.00541,0.51227
94500,0.00258,0.49994
95000,-0.00582,0.47031
96000,0.00447,0.46336
97000,-0.00257,0.4865
98000,-0.00811,0.5023
98800,-0.00474,0.45167
99999.98,0.00438,0.51668
99999.99,-0.00798,0.47929
99999.995,-6.84E-04,0.46023
99999.999,-0.00391,0.43944
